address,categories,primaryCategories,city,country,latitude,longitude,name,postalCode,province,Price range,Aggregate rating,Rating color,Rating text,Votes
3711 Campus Dr Ste E,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,College Park,US,38.98424,-76.94935,Subway,20740,MD,1,3.5,Yellow,Good,60
4817 Lee HWay,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Arlington,US,38.89687,-77.12586,Subway,22207,VA,2,3.7,Yellow,Good,89
1901 Michigan Ave NE,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Washington,US,38.94556,-76.97829,Subway,20018,DC,4,3.6,Yellow,Good,72
3691 Bladensburg Road,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Brentwood,US,38.9344,-76.95186,Subway,20722,MD,2,4.1,Green,Very Good,56
8700 Flower Avenue,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Silver Spring,US,38.99845,-77.00393,Domino's Pizza,20901,MD,1,3.7,Yellow,Good,83
5747 Burke Centre Parkway,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Burke,US,38.7987,-77.32031,Chipotle Mexican Grill,22015,VA,3,3.5,Yellow,Good,37
785 Elkridge Landing Rd Ste 120,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Linthicum Heights,US,39.19261,-76.68276,Domino's Pizza,21090,MD,2,3.7,Yellow,Good,29
9912b Georgetown Pike,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Chicken,Pizza Place,Restaurants",Accommodation & Food Services,Great Falls,US,39.003895,-77.30829,Domino's Pizza,22066,VA,2,4.4,Green,Very Good,239
6317 Multiplex Dr Ste A,"Mexican Restaurant,Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Accommodation & Food Services,Centreville,US,38.82824,-77.4382,Chipotle Mexican Grill,20121,VA,1,4.1,Green,Very Good,235
1521 N Quaker Lane,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Alexandria,US,38.814873,-77.12099,Chipotle Mexican Grill,22304,VA,2,3.8,Yellow,Good,88
9447 Lorton Market Street,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Lorton,US,38.70169,-77.22071,Chipotle Mexican Grill,22079,VA,3,3.9,Yellow,Good,209
7923 Tyson Oaks Circle,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Vienna,US,38.90606,-77.2196,Chipotle Mexican Grill,22182,VA,1,3.9,Yellow,Good,133
4514 Chappie James Blvd SW,"Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Washington,US,38.840054,-77.01721,California Tortilla,20032,DC,1,4.4,Green,Very Good,267
470 Lenfant Plz SW,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Washington,US,38.88415,-77.02434,Five Guys Burgers Fries,20024,DC,2,4.1,Green,Very Good,171
470 Lenfant Plz SW,"Sandwich Shops,American Restaurants,Delicatessens,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Washington,US,38.88415,-77.02434,Potbelly Sandwich Works,20024,DC,2,3.8,Yellow,Good,107
709 H St NW,"Sandwich Shops,American Restaurants,Delicatessens,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Washington,US,38.90001,-77.02243,Potbelly Sandwich Works,20001,DC,3,4.3,Green,Very Good,164
427 South Columbia Street,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Rincon,US,32.2771,-81.2304,McDonald's,31326,GA,1,4.1,Green,Very Good,182
2100 Crystal Drive,"Pizza,American Restaurants,Caterers,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Arlington,US,38.85524,-77.04991,We The Pizza Crystal City,22202,VA,2,4.9,Dark Green,Excellent,681
1636 W Hillsboro Blvd,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Accommodation & Food Services,Deerfield Beach,US,26.3169,-80.1262,Pizza Hut,33442,FL,1,4.6,Dark Green,Excellent,357
2509 Okeechobee Blvd,"Pizza,Restaurant,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Restaurants",Accommodation & Food Services,West Palm Beach,US,26.707,-80.0911,Pizza Hut,33409,FL,2,3.8,Yellow,Good,89
1950 Yosemite Pkwy,"Pizza,Carry-out food,Fast Food Restaurants,Food Delivery Service,Restaurants",Accommodation & Food Services,Merced,US,37.2951,-120.4518,Mountain Mike's Pizza,95341,CA,2,4.2,Green,Very Good,350
3309 Tweedy Blvd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American,Burgers,Hamburger restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants,Frozen Yogurt Shops,Restaurant,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",Accommodation & Food Services,South Gate,US,33.9451,-118.2115,McDonald's,90280,CA,1,4.3,Green,Very Good,298
3548 Canada Rd,"Carry-out food,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Gourmet shop restaurants,Sandwiches,Sandwich Place,Sandwich Shops",Accommodation & Food Services,Arlington,US,35.2224,-89.7363,Subway,38002,TN,2,4.2,Green,Very Good,319
6295 Mid Rivers Mall Dr,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Fast Food Restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops",Accommodation & Food Services,Saint Charles,US,38.7402,-90.6338,Jimmy John's,63304,MO,3,3.8,Yellow,Good,114
4920 E Silver Springs Blvd,"Delis And Delicatessens,Restaurant,American Restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Ocala,US,29.2092,-82.0666,Subway,34470,FL,1,3.9,Yellow,Good,136
25 W Hibiscus Blvd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Melbourne,US,28.0846,-80.6228,McDonald's,32901,FL,2,2.2,Red,Poor,108
5475 Snell Ave,"Carry-out food,Pizza Restaurants,Take Out,Italian,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Fast Food,Home delivery beer and beverages,Restaurants,Pizza Delivery,Pizza,Restaurant,Barbecued poultry,Pizza Place,Barbecue,Concession Stands,Spare rib restaurants,Catering,Chicken restaurants",Accommodation & Food Services,San Jose,US,37.2538,-121.8312,Pizza Hut,95123,CA,1,4,Green,Very Good,161
3227 S White Rd,"Carry-out food,Pizza Restaurants,Take Out,Caterers,Restaurant delivery service,Italian,Chicken Wings,Food Delivery,American restaurants,Fast Food,Home delivery beer and beverages,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Concession Stands,Catering,Family Restaurants",Accommodation & Food Services,San Jose,US,37.3158,-121.7936,Pizza Hut,95148,CA,2,3.8,Yellow,Good,192
313 Highway 64,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Grand Canyon,US,35.97209,-112.12643,McDonald's,86023,AZ,1,3.8,Yellow,Good,93
527 W Old Highway 66,"Hamburgers & Hot Dogs,American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Seligman,US,35.321247,-112.9548,AW All-American Food,86337,AZ,2,4.1,Green,Very Good,40
55 S Main Street,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Florence,US,33.03097,-111.3871,Subway,85132,AZ,1,3.7,Yellow,Good,100
400 Mikes Pike Street,"Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Winslow,US,35.04122,-110.69827,Arby's,86047,AZ,1,3.8,Yellow,Good,97
30830 Old US 20,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Elkhart,US,41.6867,-86.0585,McDonald's - CLOSED,46514,IN,1,3.6,Yellow,Good,41
1403 S Crismon Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Mesa,US,33.38933,-111.61484,Jack in the Box,85209,AZ,2,4.5,Dark Green,Excellent,799
3822 Laclede Ave,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Fast Food Restaurants,Sandwich Place,Catering,Restaurants,Sandwich Shops",Accommodation & Food Services,Saint Louis,US,38.6357,-90.2401,Jimmy John's,63108,MO,2,3.6,Yellow,Good,18
2631 N No Way,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants",Accommodation & Food Services,Benson,US,31.98826,-110.29411,Dairy Queen,85602,AZ,2,3.5,Yellow,Good,31
663 Battlefield Parkway,"Fast Food,Chicken,Restaurants",Accommodation & Food Services,Fort Oglethorpe,US,34.9547,-85.2537,KFC,30742,GA,2,3.9,Yellow,Good,146
2850 Washington Rd,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Fast Food Restaurant and Mexican Restaurant West Augusta,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant",Accommodation & Food Services,Augusta,US,33.5108,-82.0368,Taco Bell,30909,GA,1,4.9,Dark Green,Excellent,478
1195 S Craycroft Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Tucson,US,32.20735,-110.87456,Jack in the Box,85711,AZ,2,4.6,Dark Green,Excellent,467
550 W Valencia Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Tucson,US,32.13438,-110.97733,Jack in the Box,85706,AZ,2,4.5,Dark Green,Excellent,302
1727 W Fletcher Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Restaurants,Pizza,Pizza Place Village of Tampa,Restaurant,Pizza Place,Catering",Accommodation & Food Services,Tampa,US,28.0697,-82.4765,Pizza Hut,33612,FL,2,4.5,Dark Green,Excellent,289
879 N Boulevard,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Coolidge,US,32.98579,-111.5236,Subway,85128,AZ,3,3.8,Yellow,Good,102
1710 S Greenfield Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Mesa,US,33.38387,-111.74014,Burger King,85206,AZ,3,4.1,Green,Very Good,293
1628 Broadway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Eureka,US,40.7926,-124.1789,SUBWAY,95501,CA,4,4,Green,Very Good,195
3312 S 6th Avenue,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Tucson,US,32.18563,-110.96846,Domino's Pizza,85713,AZ,1,4.3,Green,Very Good,244
7090 E 22nd Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Tucson,US,32.20591,-110.84147,McDonald's,85710,AZ,4,4.2,Green,Very Good,379
9075 E Tanque Verde Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Tucson,US,32.25841,-110.79842,McDonald's,85749,AZ,1,4.2,Green,Very Good,223
7006 E Golf Links Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Tucson,US,32.1918,-110.8428,Burger King,85730,AZ,2,3.7,Yellow,Good,243
1221 Huntington Dr,"Restaurant,Carry-out food,Asian Restaurant,American restaurants,Health Food Restaurants,Fast Food Restaurants,Asian restaurants,Restaurants",Accommodation & Food Services,Duarte,US,34.1397,-117.9793,Flame Broiler,91010,CA,2,3.7,Yellow,Good,104
7519 Laguna Blvd,"Mexican Restaurant,Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",Accommodation & Food Services,Elk Grove,US,38.424,-121.4152,Del Taco,95758,CA,1,3.7,Yellow,Good,153
1301 E Houston Ave,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,autos,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Visalia,US,36.3418,-119.2789,Subway,93292,CA,2,3.8,Yellow,Good,323
21 W Lodi Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Accommodation & Food Services,Lodi,US,38.1305,-121.2735,Pizza Hut,95240,CA,1,4.1,Green,Very Good,181
2805 W Agua Fria Fwy Ste 4,"Fast Food Restaurant,wich Place,Fast Food Restaurants,Sandwich Shops",Accommodation & Food Services,Phoenix,US,33.66662,-112.12093,Jimmy John's,85027,AZ,2,4,Green,Very Good,316
108 Joshua M Freeman Blvd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Restaurants,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",Accommodation & Food Services,Ranson,US,39.3204,-77.8514,McDonald's,25438,WV,2,4.2,Green,Very Good,288
350 N 67th Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Phoenix,US,33.45197,-112.20403,Burger King,85043,AZ,1,4,Green,Very Good,232
3970 E 22nd Street,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Tucson,US,32.20655,-110.90758,Church's Chicken,85711,AZ,3,4.1,Green,Very Good,314
7860 E Wrightstown Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Tucson,US,32.25029,-110.82494,Wendy's,85715,AZ,2,2.9,Orange,Average,11
50925 Hayes Rd,"Pizza,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Utica,US,42.6707,-82.9752,900 Degrees Pizza,48315,MI,1,2.4,Red,Poor,17
517 W Bremer Ave,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Waverly,US,42.7254,-92.4775,Subway,50677,IA,3,3.8,Yellow,Good,176
517 W Monroe St,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Delphi,US,40.586,-86.6799,Subway,46923,IN,1,3.4,Orange,Average,11
6730 W Mcdowell Road,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants",Accommodation & Food Services,Phoenix,US,33.46623,-112.20472,Church's Chicken,85035,AZ,2,3.6,Yellow,Good,65
5825 S 35th Avenue,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Phoenix,US,33.39327,-112.13296,Taco Bell,85041,AZ,3,2.4,Red,Poor,193
7451 W Indian School Road,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.49432,-112.22028,Church's Chicken,85033,AZ,3,3.6,Yellow,Good,30
5870 W Thunderbird Road,"Fast Food Restaurants,Restaurants",Accommodation & Food Services,Glendale,US,33.61121,-112.18454,Sunwest Burgers,85306,AZ,3,4.4,Green,Very Good,981
9128 South Cicero Avenue,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Oak Lawn,US,41.7268,-87.7415,McDonald's,60453,IL,3,4.5,Dark Green,Excellent,1151
4500 Highway 58,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint",Accommodation & Food Services,Chattanooga,US,35.0842,-85.1983,Wendy's,37416,TN,3,4.7,Dark Green,Excellent,1341
163 Flash Foods Dr,"Hamburgers & Hot Dogs,Restaurant,Fast Food,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Hamburgers,Restaurants",Accommodation & Food Services,Brunswick,US,31.1359,-81.5726,Krystal,31523,GA,4,4.3,Green,Very Good,782
6003 Newberry Rd,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Gainesville,US,29.6591,-82.4072,McDonald's,32605,FL,3,4.6,Dark Green,Excellent,1293
520 N. Courtenay Pkwy.,"Restaurants,Fast Food,Hamburgers,Traditional American,Chicken,Sandwich Shops",Accommodation & Food Services,Merritt Island,US,28.3653,-80.6999,Checkers,32953,FL,4,4.6,Dark Green,Excellent,2324
13789 Walsingham Rd,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,Barbecue,Pizza Place,Spare rib restaurants,Catering",Accommodation & Food Services,Largo,US,27.8808,-82.8293,Pizza Hut,33774,FL,3,4.3,Green,Very Good,910
7103 Seminole Boulevard,"Fast Food,Chicken,Restaurants",Accommodation & Food Services,Seminole,US,27.837,-82.7867,KFC,33772,FL,4,4.4,Green,Very Good,886
431 N 25th St,"Asian Restaurants,Chinese Restaurant,Chinese Restaurants,Thai Restaurants,recreation,American restaurants,Thai restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Chinese restaurants",Accommodation & Food Services,Fort Pierce,US,27.4526,-80.3499,Chinese Thai To Go,34947,FL,3,4.6,Dark Green,Excellent,1293
861 Moraine Ave,"Restaurant,American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Estes Park,US,40.3651,-105.5413,Baba's Burgers & Gyros,80517,CO,1,4.4,Green,Very Good,570
4747 E Elliot Rd Ste 17,"Restaurant,American Restaurants,Mexican Restaurants,Latin American Restaurants,Take Out Restaurants,Fast Food Restaurants,Spanish Restaurants,Restaurants",Accommodation & Food Services,Phoenix,US,33.34816,-111.9819,Los Taquitos,85044,AZ,4,4.4,Green,Very Good,1685
1392 W Elliot Road,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops",Accommodation & Food Services,Tempe,US,33.34952,-111.96258,Arby's,85284,AZ,3,4.8,Dark Green,Excellent,1699
445 5th St,"Mexican Restaurants,Hot dog restaurants,Greek Restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants,Pizza,Burger Joint,Hot Dog Stands and Restaurants,Turkish restaurants,Mediterranean Restaurants,Restaurants-breakfast and diners,Armenian restaurants,Italian restaurants,Hamburgers and Hot Dogs,Greek restaurants,Sandwich Shops,Mediterranean restaurants",Accommodation & Food Services,Eureka,US,40.802,-124.1665,Surfside Burger Shack,95501,CA,2,4.9,Dark Green,Excellent,1457
109 N Boulevard,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Coolidge,US,32.97788,-111.52369,Pizza Hut,85128,AZ,3,4.9,Dark Green,Excellent,1252
3605 East 18th St,Fast Food,Accommodation & Food Services,Antioch,US,38.0055,-121.7557,Burger King,94509,CA,2,4.7,Dark Green,Excellent,1412
4328 E Chandler Boulevard,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.30584,-111.98953,BLIMPIE,85048,AZ,2,3.6,Yellow,Good,432
30607 Temecula Pkwy,"Fast Food Restaurant,Restaurants",Accommodation & Food Services,Temecula,US,33.4758,-117.1271,Del Taco,92592,CA,3,4.2,Green,Very Good,568
3385 Buford Hwy,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Atlanta,US,33.8433,-84.3276,Taco Bell,30329,GA,2,4.4,Green,Very Good,797
2530 E Parks Hwy,"Italian Restaurant,Caterers,Crabs and crab houses,American restaurants,Fast Food Restaurants,Italian Restaurants,Italian restaurants,Greek restaurants,Indian Restaurant,Carry-out food,Seafood restaurants,Steak and chop restaurants,Take Out Restaurants,Banquet Halls & Reception Facilities,Karaoke,Family Style Restaurants,Banquet Halls and Reception Facilities,Restaurants,Pizza,Restaurant,Turkish restaurants,Mediterranean Restaurants,Armenian restaurants,Banquet facilities,Mediterranean restaurants",Accommodation & Food Services,Wasilla,US,61.5712,-149.3838,Evangelo's Restaurant,99654,AK,3,4.4,Green,Very Good,1158
1888 W Main St,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Karaoke,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Sandwich shops,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Catering,Sandwich Shops",Accommodation & Food Services,Troy,US,40.0556,-84.2404,Jimmy John's,45373,OH,3,4.4,Green,Very Good,1998
6305 E 22nd Street,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Tucson,US,32.20715,-110.8567,Charley's Grilled Subs,85710,AZ,3,4.4,Green,Very Good,381
3460 N Oracle Road,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants",Accommodation & Food Services,Tucson,US,32.26927,-110.97755,Wienerschnitzel,85705,AZ,4,2.6,Orange,Average,16
610 N Nappanee St,"Asian Restaurants,Carry-out food,Restaurant,Caterers,Seafood Restaurants,Chinese Restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants",Accommodation & Food Services,Elkhart,US,41.6909,-86.0034,Great Wall Chinese Restaurant,46514,IN,2,3.4,Orange,Average,19
117 E McKinley,"Fast Food,Ice Cream Parlors",Accommodation & Food Services,Mishawaka,US,41.6801,-86.1806,Dairy Queen Grill & Chill,46545,IN,2,4.2,Green,Very Good,635
903 Spruce St,"Restaurant,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",Accommodation & Food Services,Dowagiac,US,41.9835,-86.1233,Burger King,49047,MI,3,4.9,Dark Green,Excellent,2238
7847 Tylersville Rd,"Italian Restaurant,Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",Accommodation & Food Services,West Chester,US,39.3514,-84.364,Pizza Hut,45069,OH,1,4.6,Dark Green,Excellent,792
6000 N 2nd St,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Food & Entertainment,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Loves Park,US,42.3175,-89.0584,McDonald's,61111,IL,1,4.5,Dark Green,Excellent,828
235 S Route 83,"Fast Food,Chicken,Catering,Family Style Dining,Food Delivery,Breakfast",Accommodation & Food Services,Elmhurst,US,41.8925,-87.9617,Chick-fil-A,60126,IL,3,3.7,Yellow,Good,292
1191 East Ogden Avenue,"Breakfast,Bagels,Catering Companies,Food Delivery,Fast Food Restaurants,Fast Food,Restaurants,Restaurant,Traditional American,Coffeehouses,Traditional American Restaurants,Bakeries,Catering,Sandwich Shops",Accommodation & Food Services,Naperville,US,41.7961,-88.1242,Panera Bread,60563,IL,2,3.9,Yellow,Good,502
802 W University Ave,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Urbana,US,40.1167,-88.2176,Subway,61801,IL,2,3.7,Yellow,Good,559
1701 John F Kennedy Blvd,"Asian Restaurants,Restaurant,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Chinese,Restaurants",Accommodation & Food Services,Philadelphia,US,39.9541,-75.1685,Panda Express,19103,PA,2,4.2,Green,Very Good,1268
1315 S Watson Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Buckeye,US,33.43441,-112.55611,Burger King,85326,AZ,3,4.1,Green,Very Good,669
3451 Tamiami Trl E,"Delis And Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Naples,US,26.1239,-81.76,Subway,34112,FL,3,4.4,Green,Very Good,900
1371 N Military Trl,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,wich Place,Sandwiches,Catering,Sandwich Place,Sandwich Shops",Accommodation & Food Services,West Palm Beach,US,26.6982,-80.1113,Jon Smith Subs,33409,FL,2,4.3,Green,Very Good,765
4457 Austin Bluff Parkway,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants",Accommodation & Food Services,Colorado Springs,US,38.8958,-104.7483,Sonic Drive-In,80918,CO,3,4,Green,Very Good,1270
4908 S Power Road,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Accommodation & Food Services,Mesa,US,33.32619,-111.68721,Chick-fil-A,85212,AZ,2,4.1,Green,Very Good,502
12780 South Highway 33,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Gustine,US,37.1038,-121.0153,Taco Bell,95322,CA,3,3.9,Yellow,Good,724
21 S Signal Butte Rd Ste 103,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Apache Junction,US,33.41465,-111.59745,Subway,85120,AZ,3,3.5,Yellow,Good,479
6555 E Southern Avenue,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Mesa,US,33.3938,-111.68931,Subway,85206,AZ,2,4.2,Green,Very Good,591
5385 Camden Ave,"Carry-out food,Pizza Restaurants,Take Out,Restaurant delivery service,Caterers,American restaurants,Fast Food,Take Out Restaurants,Banquet Halls & Reception Facilities,Home delivery beer and beverages,Banquet Facilities,Restaurants,Italian Restaurants,Restaurant Menus,Pizza,Restaurant,Family style restaurants,Pizza Place,Food & Beverage Delivery Services,Catering",Accommodation & Food Services,San Jose,US,37.2413,-121.9047,Round Table Pizza,95124,CA,3,4.4,Green,Very Good,1408
